no,author,text,platform,label
603,OreoIndosat,"Ikn nusantara
IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/0u9eOvzbLA",twitter,negatif
604,yuniot_piliang,"IKN Nusantara majukan sektor UMKM🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ZS2VB6rnzY",twitter,positif
605,OreoIndosat,"IKN akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/9uPeyfAQsJ",twitter,negatif
606,Sotong_uyt,"IKN Nusantara buka peluang bisnis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/tq1cYz7rEa",twitter,positif
607,yuniot_piliang,"IKN Nusantara tingkatkan minat investor🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/96Caimn7Ey",twitter,positif
608,ebonyboni3,"IKN Nusantara Memajukan Indonesia 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/le9HprGTKK",twitter,netral
609,yuniot_piliang,"IKN Nusantara berikan dampak positif ke seluruh sektor🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/5q8vxeuTaE",twitter,netral
610,yuniot_piliang,"IKN bikin Indonesia semakin maju🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/TawDRhyuR0",twitter,netral
611,ebonyboni3,"Tahun 2023, pemerintah fokus bangun istana hingga perumahan ASN di IKN Nusantara 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/acGjfQZrPU",twitter,negatif
612,Oktaviana9111,"IKN luar biasa
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ZESQTFGpkH",twitter,negatif
613,bakanosan1,@alisyarief Pindah ibukota ke ikn... Eh..,twitter,negatif
614,Oktaviana9111,"Keren ikn nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/McyJ1pYScn",twitter,negatif
615,Oktaviana9111,"Dukung ikn
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/R8QJrtfFM1",twitter,negatif
616,Oktaviana9111,"IKN luar biasa keren
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/BNGlsA12JB",twitter,negatif
617,ebonyboni3,"IKN mensejahterakan masyarakat 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/DTRxWWh8Z2",twitter,netral
618,Oktaviana9111,"IKN untuk kemajuan bangsa
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/5EmNskBmOX",twitter,netral
619,Oktaviana9111,"Ayo dukung pembangunan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/OEyVJPFb34",twitter,netral
620,Sotong_uyt,"IKN menghadirkan pembangunan Indonesia sentris
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Ns7Duj86Gi",twitter,netral
621,sindiaulianii,@febrianykatrina Sukseskan pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi,twitter,netral
622,NadhiraLusi,"IKN memiliki potensi menjadi kota karbon netral
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Yn5v7wyYuF",twitter,negatif
623,ebonyboni3,"Pembangunan IKN langkah besar ciptakan pusat perekonomian baru selain di Jawa 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/RJZ6lmMwQy",twitter,positif
624,nabilaprcl,"IKN keren banget #KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/DoYz3b3qCj",twitter,negatif
625,Oktaviana9111,"Ayo dukung ikn nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Rhn76X7uOf",twitter,negatif
626,nabilaprcl,"IKN nusantara untuk dunia #KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/R0lHftxTjZ",twitter,negatif
627,Jovita34032640,"@jorz_gie IKN Nusantara mendorong pengembangan ekonomi masa depan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia",twitter,positif
628,nabilaprcl,"IKN keren #KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/EOzJZ8QyZd",twitter,negatif
629,Jovita34032640,"@jorz_gie Mantap dukung dan kawal pembangunan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia",twitter,netral
630,NadhiraLusi,"IPAL di KIPP IKN nusantara lindungi kualitas air tanah dan cegah pencemaran lingkungan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/b9i65535oq",twitter,negatif
631,Jovita34032640,"@jorz_gie mantap, berbagai ormas dukung penuh pembangunan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia",twitter,netral
632,Anak_sanmol,Pembangunan IKN Nusantara ciptakan pusat pertumbuhan ekonomi baru #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/3DKIC3Ae40,twitter,positif
633,Anak_sanmol,IKN Nusantara kota hunian generasi masa depan Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/WtXW3l19MT,twitter,negatif
634,mariodelfonso,IKN Nusantara jadi simbol dalam kemajuan transformasi ekonomi Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/FYOYy61i37,twitter,positif
635,Anak_sanmol,Pembangunan IKN Nusantara berkonsep smart city untuk pembangunan berkelanjutan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/sAGFQJkayz,twitter,negatif
636,mariodelfonso,"Tahun 2024, 150 tower bakal terbangun di sekitar IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/kFeFVMP0BJ",twitter,negatif
637,Anak_sanmol,Kutai Kartanegara jadi alternatif penuhi air baku di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/wAE58cL5yi,twitter,negatif
638,mariodelfonso,IKN Nusantara berdampak terhadap pembangunan dan perekonomian kaltim #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/1Rihwr3AqW,twitter,positif
639,mariodelfonso,Pembangunan IKN Nusantara berkonsep smart forest city. Keren! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/qbF6kNUNf1,twitter,negatif
640,Anak_sanmol,IKN Nusantara berdampak terhadap pembangunan dan perekonomian kaltim #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/3hkOxHylYM,twitter,positif
641,mariodelfonso,Progres pembangunan hunian pekerja Konstruksi IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/E1IYk6YWd0,twitter,negatif
642,Anak_sanmol,IKN Nusantara jadi lokasi strategis diapit 4 daerah penyangga! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/ZG6a6LRCoM,twitter,negatif
643,Anak_sanmol,IKN Nusantara jadi simbol dalam kemajuan transformasi ekonomi Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/X86QM6IKeG,twitter,positif
644,mariodelfonso,IKN Nusantara jadi lokasi strategis diapit 4 daerah penyangga! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/vmQXEVkj06,twitter,negatif
645,mariodelfonso,Pembangunan IKN Nusantara berkonsep smart city untuk pembangunan berkelanjutan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/KVPtGzfjoJ,twitter,negatif
646,Anak_sanmol,Pembangunan IKN Nusantara berkonsep smart forest city. Keren! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/1RLhkBovup,twitter,negatif
647,Anak_sanmol,Progres pembangunan hunian pekerja Konstruksi IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/xPkbMoRBpr,twitter,negatif
648,Anak_sanmol,"Tahun 2024, 150 tower bakal terbangun di sekitar IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/ouOndF1K7k",twitter,negatif
649,mariodelfonso,IKN Nusantara kota hunian generasi masa depan Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/LLeZPypNiV,twitter,negatif
650,Jovita34032640,"@jorz_gie mantap IKN juga sebagai generator ekonomi Indonesia masa depan.
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia",twitter,positif
651,mariodelfonso,Pembangunan IKN Nusantara ciptakan pusat pertumbuhan ekonomi baru #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/18AQ1xembG,twitter,positif
652,mariodelfonso,Kutai Kartanegara jadi alternatif penuhi air baku di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/UxYipxaj90,twitter,negatif
653,Jovita34032640,"@jorz_gie IKN siap wujudkan Indonesia jadi negara maju
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia",twitter,netral
654,pau82231018,@NimuVt Nnnnn ikn,twitter,negatif
655,Oktaviana9111,"Dukung ikn nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/LroUGi9VW0",twitter,negatif
656,jorz_gie,"IKN Nusantara mendorong pengembangan ekonomi masa depan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/hAzyuh1KSF",twitter,positif
657,ebonyboni3,"IKN Membawa Indonesia Maju 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/7laoVq5Fuv",twitter,netral
658,jorz_gie,"mantap, berbagai ormas dukung penuh pembangunan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/QBLsYrWvYU",twitter,netral
659,jorz_gie,"Mantap dukung dan kawal pembangunan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/wVsZkMvITI",twitter,netral
660,Oktaviana9111,"Dukung pembangunan IKN Nusantara guna mengingkatkan pelaku umkm kaltim
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/LrNn9zcrvH",twitter,positif
661,jorz_gie,"mantap IKN juga sebagai generator ekonomi Indonesia masa depan.
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/85OSrdJFFc",twitter,positif
662,jorz_gie,"IKN siap wujudkan Indonesia jadi negara maju
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/RwHzGe2MXo",twitter,netral
663,NadhiraLusi,"IKN Nusantara menjadi tantangan nyata untuk UMKM membuka peluamg bisnis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/mUTYSlGeyd",twitter,positif
664,ebonyboni3,"Bismillah IKN akan menjadi ibu kota termegah Indonesia 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/VqWJhi5rrV",twitter,negatif
665,Vale_Febriani,"Sukseskan pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/qQvPd04CVl",twitter,netral
666,Oktaviana9111,"IKN keren dengan desain indonesia sentris
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/jUAMznDxLB",twitter,netral
667,Oktaviana9111,"Ayo dukung IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/IYBxq0k3gO",twitter,negatif
668,Vale_Febriani,"Sukseskan pembangunan IKN Nusantara

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/c5mDzT2s2M",twitter,netral
669,ResidentSammy,"@CakMartinez @FaisalBasri proyek itu important ato urgent diliat dr benefit nya. klo benefit didapat PD WAKTU PROSES itu kerja urgent
klo benefit didapat SETELAH PROSES itu important.
IKN itu PRIORITAS jangka panjang... artinya benefit nya didapat pd waktu selesai proyek nya. br ekonomi meningkat",twitter,negatif
670,wongjamet,Berbagai kalangan menyambut dengan antusias dan optimis akan kehadiran IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/EBCLvmbSiG,twitter,negatif
671,ebonyboni3,"Indonesia Maju dengan IKN Nusantara 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/QukDF1hDtJ",twitter,netral
672,Infoterkini265,"Pembangunan IKN untuk pemerataan pembangunan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/jYeED1B8Ml",twitter,positif
673,Infoterkini265,"IKN akan membuka peluang untuk kemajuan UMKM
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/aiYFSPQJRS",twitter,positif
674,Infoterkini265,"IKN membuang peluadng bisnis pengusaha lokal.. Mantapp
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/Fl2Pnv8nmq",twitter,positif
675,andre_herdian05,"OIKN akan uji coba mobil terbang di IKN Nusantara 2024, maju dengan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/yKTlgRLNkY",twitter,negatif
676,ebonyboni3,"IKN sebagai perwujudan perekonomian yang merata 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/zyatZMgmnb",twitter,positif
677,_dionindra,"IKN Nusantars menghadirkan konsep pembangunan Indonesia sentris.
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/p7gxrRjXBB",twitter,netral
678,SerlindaNadia,"Pembagunan IKN Nusantara Untuk Pemerataan Ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/L9rxoajpow",twitter,positif
679,Anak_sanmol,Pemerintah gandeng BUMN selesaikan pembangunan istana di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/ORIEdP9wxj,twitter,positif
680,mariodelfonso,IKN Nusantara di Kaltim masuk daftar proyek strategis nasional! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/9thwp4gfBj,twitter,negatif
681,Anak_sanmol,IKN Nusantara masuk tahap progress pembangunan Hunian pekerja Instruksi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/INu1U96XaS,twitter,negatif
682,mariodelfonso,IKN Nusantara akan hadrikan Tower BUMN setinggi 700M! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/yCmTgJXWMU,twitter,negatif
683,Anak_sanmol,IKN Nusantara di Kaltim masuk daftar proyek strategis nasional! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.coE7dbefykg,twitter,negatif
684,Infoterkini265,"IKN akan menjadi peradaban baru Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/rE2K2roFnp",twitter,negatif
685,mariodelfonso,Pemenuhan air baku di IKN Nusantara kelar Januari 2023 #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/2LuwgO6P0w,twitter,negatif
686,mariodelfonso,Pemerintah perkuat kerja sama pembangunan IKN Nusantara dg Jepang! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/PGmzVUC5Df,twitter,negatif
687,Infoterkini265,"Kerja sama IKN dengan daerah Mitra sangat penting untuk kemajuan bersama
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/HypcePV0e5",twitter,netral
688,Anak_sanmol,Kab. Penajam tingkatkan populasi ternak sapi sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/DDL9HlS3QU,twitter,negatif
689,Anak_sanmol,IKN Nusantara tingkatkan perekonomian wilayah sekitar! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/U4MMX0coTv,twitter,positif
690,Anak_sanmol,IKN Nusantara akan hadrikan Tower BUMN setinggi 700M! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/XCZtYSXsvm,twitter,negatif
691,Infoterkini265,"IKN Nusantara akan tetap Lindungi kualitas air tanah dan cegah pencemaran lingkungan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#ibukotabarumendunia https://t.co/MLo6gEg3Z6",twitter,negatif
