no,author,text,month,date
917,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/5Gje2ema3h",Maret,2023-04-08 06:56:19+00:00
918,pandamlaks,@bebetisme8 cus ke ikn bet,Maret,2023-04-08 06:56:14+00:00
919,RusuKian,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Fb2auipJm6",Maret,2023-04-08 06:56:14+00:00
920,mariaul85,"Kawal pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Npm1bWRsnC",Maret,2023-04-08 06:53:46+00:00
921,mariaul85,"Dukung pembangunan IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/39hoAJW5iY",Maret,2023-04-08 06:53:37+00:00
922,mariaul85,"IKN langkah pemerintah untuk realisasikan visi Indonesia 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/jfxyIXcl9m",Maret,2023-04-08 06:53:23+00:00
923,RachelAmber55,"IKN wujudkan Indonesia maju
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/fS9pECPBvS",Maret,2023-04-08 06:53:21+00:00
924,RFatwala,"IKN Program pemerintah untuk realisasikan Visi Indonesia 20245
IKN Wujudkan Indonesia maju 2025
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/lraxu6lUDG",Maret,2023-04-08 06:53:11+00:00
925,RachelAmber55,"Wujudkan Indonesia emas 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3rwmRcoKmv",Maret,2023-04-08 06:53:08+00:00
926,RachelAmber55,"IKN Nusantara merupakan milestone Indonesia maju 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/jgRSppYRTN",Maret,2023-04-08 06:52:58+00:00
927,mariaul85,"Wujudkan Indonesia Emas 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/yi4UUj31F2",Maret,2023-04-08 06:52:48+00:00
928,RachelAmber55,"IKN jadi simbol  Indonesia memiliki kekuatan ekonomi besar
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/zIkayQoNZ0",Maret,2023-04-08 06:52:47+00:00
929,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Lp5KnaL4Ua",Maret,2023-04-08 06:52:38+00:00
930,RachelAmber55,"IKN jadi simbol  Indonesia memiliki kekuatan ekonomi besar
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/fULgpYmZ6W",Maret,2023-04-08 06:52:37+00:00
931,RFatwala,"IKN Jadi Simbol Indonesia Memiliki Kekuatan Ekonomi Besar
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/c9pwnpwzPu",Maret,2023-04-08 06:52:33+00:00
932,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/NUbYAJgvOV",Maret,2023-04-08 06:52:33+00:00
933,mariaul85,"IKN wujudkan Indonesia maju 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/xnQmydd1Y6",Maret,2023-04-08 06:52:30+00:00
934,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/0Wjyg0bhe9",Maret,2023-04-08 06:52:28+00:00
935,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/BvyIYstg2t",Maret,2023-04-08 06:52:23+00:00
936,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.coaN2LrJ3Oe",Maret,2023-04-08 06:52:18+00:00
937,Dhev_angga,IKN Nusantara akan mampu realisasikan Visi Indonesia #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/5PvJw6Uf70,Maret,2023-04-08 06:52:17+00:00
938,wace_12,IKN Nusantara akan mampu realisasikan Visi Indonesia #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/IsupZrVAf3,Maret,2023-04-08 06:52:16+00:00
939,AinyraK,IKN Nusantara akan mampu realisasikan Visi Indonesia #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/dKReuzHNAe,Maret,2023-04-08 06:52:14+00:00
940,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/4xxXjk4vEA",Maret,2023-04-08 06:52:14+00:00
941,EarthMonarch,IKN Nusantara akan mampu realisasikan Visi Indonesia #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/in5HOPvvMA,Maret,2023-04-08 06:52:13+00:00
942,definpamungkas1,IKN Nusantara akan mampu realisasikan Visi Indonesia #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/YrgAUCGAw5,Maret,2023-04-08 06:52:12+00:00
943,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/FR5uI4dHQz",Maret,2023-04-08 06:52:08+00:00
944,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/tGXkjF6Mfx",Maret,2023-04-08 06:52:03+00:00
945,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Q9uUjSKNMi",Maret,2023-04-08 06:51:55+00:00
946,hermanrestu994,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/46HIdobTpg",Maret,2023-04-08 06:51:51+00:00
947,RFatwala,"IKN Langkah pemerintah untuk realisasikan Visi Indonesia 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/LxzF5MCjcJ",Maret,2023-04-08 06:51:09+00:00
948,RidhoSapp,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045
#IKNPemerataanEkonomi
#IKNSejahterakanIndonesia
#IKN
#IKNtingkatkanKesejahteraan
#dukungproyekIKN
#IKNNusantara https://t.co/kACMfFPuQE",Maret,2023-04-08 06:50:56+00:00
949,RFatwala,"Wujudkan Indonesia emas 2045, Jokowi mengajak insinyur Lokal membangun IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/R39T4EA6vI",Maret,2023-04-08 06:50:36+00:00
950,WartaEkonomi,"Siap Garap IKN Nusantara, Waskita Beton Incar Kontrak Proyek Hingga Rp427 Miliar https://t.co/k4Iurb2PZt",Maret,2023-04-08 06:50:02+00:00
951,RFatwala,"IKN Wujudkan Indonesia maju 2025
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/VQz6jShg2v",Maret,2023-04-08 06:49:57+00:00
952,_Sicboy,"Logo2 ikn itu jelek, titik tidak adaptif,
Dikira logo buat di design di jembrengin di layar doang,

Mikir noh Stampel, Letter Sign, Sign board, sticker, dan media placement sebanyak gambreng itu.

Boleh punya makna, tp mikirin orang produksi juga. Nih klo di beginiin gimana ya,..",Maret,2023-04-08 06:48:14+00:00
953,givqes,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.  
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3G82cf2yPs",Maret,2023-04-08 06:47:07+00:00
954,givqes,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.  
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/BerqtbRa04",Maret,2023-04-08 06:47:03+00:00
955,givqes,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.  
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3sPxoLo9u2",Maret,2023-04-08 06:46:58+00:00
956,givqes,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.  
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/MZ4hs0Ct0Y",Maret,2023-04-08 06:46:52+00:00
957,givqes,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.  
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Kche8NHwYa",Maret,2023-04-08 06:46:48+00:00
958,mgilangg99,"Pemindahan IKN ke kaltim terbukti Indonesia mampu mewujudkan perubahan. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/UangvD3DzO",Maret,2023-04-08 06:46:47+00:00
959,givqes,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045.  
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/9a6QpIoCDX",Maret,2023-04-08 06:46:44+00:00
960,avinadventino,Logo IKN ngeri semua. Salut sih bikin votersnya galau milih👏🏼,Maret,2023-04-08 06:46:40+00:00
961,mgilangg99,"Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/uF9v6FOB3N",Maret,2023-04-08 06:46:38+00:00
962,mgilangg99,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/ElRVY2MBua",Maret,2023-04-08 06:46:30+00:00
963,CKamoeh,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/VzkKfM3Wcg",Maret,2023-04-08 06:44:29+00:00
964,trisandi58,"Wujudkan Indonesia emas 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/pGwdnhUHZ3",Maret,2023-04-08 06:43:31+00:00
965,trisandi58,"IKN langkah pemerintah untuk realisasikan visi Indonesia 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/cZCNUc8Kvv",Maret,2023-04-08 06:43:08+00:00
966,YudaPra85206337,"UU Cipta Kerja Meningkatkan Arus Investasi ke Indonesia

Mari Berpartisipasi Dalam Pemilihan Logo IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/KqkfOCfwaC",Maret,2023-04-08 06:42:37+00:00
967,trisandi58,"IKN jadi simbol Indonesia memiliki kekuatan ekonomi besar
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/uSh33Qdv3H",Maret,2023-04-08 06:42:36+00:00
968,pumopumi1,"IKN WUJUDKAN INDONESIA MAJU 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/b16euvcWjC",Maret,2023-04-08 06:42:32+00:00
969,SindyAp59526417,"UU Cipta Kerja Meningkatkan Arus Investasi ke Indonesia

Mari Berpartisipasi Dalam Pemilihan Logo IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/Nbn0Tw8Ecv",Maret,2023-04-08 06:42:24+00:00
970,trisandi58,"IKN wujudkan Indonesia maju 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Jy82tT4s8j",Maret,2023-04-08 06:42:09+00:00
971,DavinaKeana6,"UU Cipta Kerja Meningkatkan Arus Investasi ke Indonesia

Mari Berpartisipasi Dalam Pemilihan Logo IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/jhno5mTiiX",Maret,2023-04-08 06:42:08+00:00
972,trisandi58,"IKN program pemerintah untuk realisasikan visi Indonesia 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/I29gc4rwB9",Maret,2023-04-08 06:41:45+00:00
973,derryakbr,"IKN WUJUDKAN INDONESIA MAJU 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/GixuNV6oAo",Maret,2023-04-08 06:41:44+00:00
974,pumopumi1,"IKN LANGKAH PEMERINTAH REALISASIKAN VISI INDONESIA 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/onJqK2JfBm",Maret,2023-04-08 06:41:13+00:00
975,derryakbr,"IKN LANGKAH PEMERINTAH REALISASIKAN VISI INDONESIA 2045
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/1xEN6yP6se",Maret,2023-04-08 06:41:04+00:00
976,fadjroeL,"Alhamdulillah, selesai tugas #Melayani 11 orang delegasi @DPDRI  Komite 1 dipimpin Nono Sampono melaksanakan tugas negara studi referensi  pemindahan @ikn_id di #Kazakhstan #DubesRIKazakhstanTajikistan #30YearsIndonesiaKazakhstan  @Kemlu_RI  @jokowi #IniDiplomasi #RintisKemajuan https://t.co/r7vjuM7m1U",Maret,2023-04-08 06:40:45+00:00
977,StephanChain2,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia https://t.co/KIyIQRWYgr",Maret,2023-04-08 06:38:43+00:00
978,StephanChain2,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia https://t.co/3ifiHmP7Bq",Maret,2023-04-08 06:38:37+00:00
979,StephanChain2,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia https://t.co/rVVLQnnFIa",Maret,2023-04-08 06:38:32+00:00
980,StephanChain2,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia https://t.co/tRGPrcsFeQ",Maret,2023-04-08 06:38:27+00:00
981,KBA_ONE,"Vote Pemilihan Logo IKN Dibuka, Berhadiah Motor Listrik https://t.co/tAfcUM9X68 https://t.co/WB4IhjbTAW",Maret,2023-04-08 06:36:35+00:00
982,CacaAngsa1,"IKN Simbol Indonesia miliki kekuatan Ekonomi Besar 
 #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/MalIEYpXFE",Maret,2023-04-08 06:36:09+00:00
983,LA_Kurniawan,"@ramaakbarii Ikn, sambo, david, chatGPT, harga sembako naik, oligarki, sejarah peradaban islam, abad kegelapan Ram.",Maret,2023-04-08 06:36:04+00:00
984,GubukSenja,"Mantapp.. IKN Nusantara 
Indonesia https://t.co/b16HpsH51R",Maret,2023-04-08 06:35:55+00:00
985,GubukSenja,"IKN Nusantara untuk masa depan Indonesia

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/6vUvzRhfbO",Maret,2023-04-08 06:35:26+00:00
986,CacaAngsa1,"IKN Bawa dampak Baik

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/HBio1fdPd0",Maret,2023-04-08 06:35:21+00:00
987,GubukSenja,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKN #Jokowi https://t.co/gXMvDv3geW",Maret,2023-04-08 06:35:00+00:00
988,CacaAngsa1,"Wujudkan Indonesia Emas 2045

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Pxsd8yzMvQ",Maret,2023-04-08 06:34:23+00:00
989,AhmadAhlan10,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/kyycBoHoPy",Maret,2023-04-08 06:33:51+00:00
990,AhmadAhlan10,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/cp4wrvRWaA",Maret,2023-04-08 06:33:43+00:00
991,AhmadAhlan10,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/3aRj6OPso7",Maret,2023-04-08 06:33:36+00:00
992,sarahzulfa,Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/EkStkic3B7 . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia # klik https://t.co/tJhiqrN5YK,Maret,2023-04-08 06:32:22+00:00
993,Cosmos010123,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/rBlMTvzBs2",Maret,2023-04-08 06:31:54+00:00
994,Cosmos010123,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/GM3X3Y3IHU",Maret,2023-04-08 06:31:52+00:00
995,Cosmos010123,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/cc7onx9P3q",Maret,2023-04-08 06:31:51+00:00
996,kucingila,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/zGO5DrpWbP . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/HcipX1PMJG https://t.co/zGO5DrpWbP",Maret,2023-04-08 06:31:36+00:00
997,BestieLestie,"IKN akan jadi pusat kekuatan Indonesia
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/dkhDn3Fud3",Maret,2023-04-08 06:30:59+00:00
998,BestieLestie,"IKN wujudkan visi Indonesia Maju
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/D0gnWjw2OW",Maret,2023-04-08 06:30:52+00:00
999,BestieLestie,"IKN tingkatkan ekonomi RI
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/YrsH38b4BS",Maret,2023-04-08 06:30:42+00:00
1000,BestieLestie,"IKN Nusantara merupakan Wujud Pemerataan Pembangunan di Indonesia
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/4k9QQpv3au",Maret,2023-04-08 06:30:30+00:00
1001,BestieLestie,"Seluruh masyarakat mendukung IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/gwrtY2fhIW",Maret,2023-04-08 06:30:18+00:00
1002,BestieLestie,"Sektor Pariwisata di Kaltim meningkat berkat IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/D9iCp80e4Y",Maret,2023-04-08 06:30:03+00:00
1003,BestieLestie,"Perekonomian Indonesia meningkat berkat IKN Nusantara
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/JB0MHtXuas",Maret,2023-04-08 06:29:51+00:00
1004,BestieLestie,"IKN akan menjadi pusat kekuatan Indonesia
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/l5xNnSm8p1",Maret,2023-04-08 06:29:40+00:00
1005,BestieLestie,"Bersama kita dukung IKN Nusantara 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/SFcOKSFKW4",Maret,2023-04-08 06:29:29+00:00
1006,BestieLestie,"IKN Nusantara membawa banyak manfaat
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/rk1hZ6uvFN",Maret,2023-04-08 06:29:18+00:00
1007,pamangoku,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/sh3qC8M8wS",Maret,2023-04-08 06:29:14+00:00
1008,pamangoku,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan  target yang telah ditetapkan. #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/dd9Zbzsn74",Maret,2023-04-08 06:29:08+00:00
1009,BestieLestie,"IKN Nunsatara harus segera dibangun
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/GwxLiLuwro",Maret,2023-04-08 06:29:05+00:00
